Patient ID,H55933,R39465,R39465_,R85482,U14973,R02593,T51496,H80240,T65938,T55131,T72863,H86060_,X63432,H20709,U14971,T52342,L28809,T63508,H09263,T49423,H79852,J02763,R22197,T59954,H80240_,T95018,H86060,T63484,R02593_,M11799,T61609,T62220,T51574,T48041,T96832,H54676,R86975,T63258,control1,control2,control3,control,T57619,T88723,R36455,T61602,T58861,U21909,T61661,control4,control5,control6,control7,T52015,H24754,H22688,T93094,T51560,U12255,R01182,R74349,T48804,H77302,M14630,T63499,T71025,T51534,T69026,H68220,T61661_,X57346,H55758,H43908,H79575,X55715,H13281,R49974,R42570,T47645,M24398,H43908_,M31013,H05803,T56674,T68848,T72938,M94345,R50158,D12686,U09873,T47144,H64398,T87873,M11354,R01124,T95318,H85596,H13194,D45887,T52185,T89730,T57633,T62878,M57710,T72879,T53396,T63370,R91062,T56934,T61446,R78934,Z23115,M86842,T93589,X67325,V00523,L04953,M93009,R09502,H88876,H13292,R44057,R44301,M85085,M84721,M58050,H02611,H21042,M19156,H29546,U25138,L34657,X07767,R99907,M76558,U19969,X64229,U37673_,X56597,R53455,U01038,D43947,X54941,R23907,R90908,U12134,L25851,U10886,R45442,R59583,R16156,R74066,U26710,H87193,T41204,M91463,X77548,J00146,J04102,M20543,R20666,R42029,H64807,M25108,M25809,U36621,R78595,H20503,D28137,M81695,L40380,T77537,X76057,X62048,X85750,H74178,U31248_,X70297,M81840,D90041,R67999,D29808,Z33642,M69181,L38951,R44112,X56411,Y00796,M14603,X73882,T78323,M80359,M35531,R35903,X67325_,U25435,D37931,M15841,D59253,H77510,R78142,Class
35,5100.536,3343.3206,2925.67,2914.1946,1481.2227,3697.9463,2080.275,1638.045,3763.1375,3530.069,2530.7812,1287.1309,1569.9888,1593.4575,1925.3524,2389.9917,2823.5,2238.2275,1700.2225,1564.8262,2825.6438,2619.1462,2374.8962,3848.03,1212.975,3247.456,804.64764,1730.5325,1801.9587,2032.9575,1745.7225,1879.3225,2278,1659,736.67,2132.254,1271.845,1394.8713,2617.1426,2617.1426,2617.1426,2617.1426,1084.7438,3137.3076,721.8781,1957.6525,1418.5212,1427.7625,1233.0688,1826.8156,1826.8156,1826.8156,1826.8156,1130.9075,1956.8333,1520.6638,1299.3262,1077.9333,1875.0167,1464.5162,784.7288,1012.1338,1275.515,802.7537,2039.2888,596.2525,957.67,460.79404,1028.6274,1276.5074,1225.0964,1048.6462,736.55,528.14,1637.2537,671.285,472.30624,645.1337,424.95624,555.0825,799.03125,614.82025,967.4733,563.7325,789.5588,1491.7687,884.5107,516.0225,508.135,383.2775,1045.8726,517.495,262.83334,1231.365,565.8325,430.8857,342.25125,1218.4854,675.9,1183.7837,1548.6038,1438.085,773.6188,1309.4075,570.1125,1301.9188,881.6362,557.075,323.6775,374.2875,1198.2638,673.81665,570.0775,842.9625,1179.5333,593.90125,33.1325,145.43095,143.78125,79.56375,102.89125,55.595,28.894117,77.61,17.72875,92.45238,62.77125,59.175,51.259525,110.43875,61.38,70.09643,99.835,34.691666,25.50375,27.8475,80.44125,57.816666,217.96071,25.9475,75.74,77.95,63.30375,27.41125,87.59125,33.284523,40.26,32.67875,42.934525,174.9625,56.30375,118.5881,92.78375,61.609524,58.055,33.486904,53.59881,43.145,100.225,19.488333,42.34625,32.507355,52.65625,20.09875,33.591667,30.833332,37.346428,161.0475,276.93,80.1625,29.73625,109.675,72.925,109.26,23.845,73.945,22.633333,63.30625,36.81125,49.9725,82.55375,42.9575,38.18875,79.23625,90.7225,34.57,47.795,31.17875,21.177382,38.711906,290.9175,19.51,57.33875,16.04375,226.82832,18.87,95.56125,314.0575,126.47375,80.4875,78.7925,Abnormal
36,4554.576,3139.3113,2958.4026,1658.3071,3196.5332,2280.4106,2132.3125,3104.621,2958.9875,2121.3977,2446.04,2522.7886,1500.4489,2332.2375,3030.4512,2043.3708,3639.825,2764.994,1795.625,1416.7738,1485.0312,5121.104,1897.82,1682.6788,2135.3093,5217.5,1594.756,3139.62,1255.2438,2134.4988,3098.4312,526.39624,2143.3574,1058.3562,802.01,1265.5164,2144.125,868.525,1290.4155,1290.4155,1290.4155,1290.4155,2960.7524,1703.7075,717.26404,1246.0212,3019.91,894.4313,521.675,1936.3494,1936.3494,1936.3494,1936.3494,956.79126,839.6762,3016.1526,2497.035,970.7393,461.00418,2411.28,797.9077,3071.8762,879.52374,1196.3062,1090.21,1004.0962,405.47,775.1226,627.82,431.705,753.1619,1849.1637,551.87146,1053.61,1105.5238,471.35626,863.0012,506.9625,856.3812,458.1075,535.79065,742.06665,937.1483,499.75626,783.255,2584.2063,355.40714,531.3775,508.7175,347.55374,1986.9838,698.02,522.70355,670.095,1044.615,246.85358,732.0325,596.77203,861.025,987.135,1068.3225,1194.7462,1206.3812,2463.965,729.60126,677.6163,1194.4012,342.92874,651.71875,239.32875,712.7413,495.95834,2615.56,1479.1075,858.68335,1575.3175,40.8675,91.057144,107.8625,198.7925,172.1975,79.50875,26.004412,146.00375,113.09,259.8,53.91375,85.88125,79.72619,22.4725,26.4875,75.57619,56.7225,81.13,64.13375,29.31125,81.6125,110.635,261.0643,13.6575,47.725,81.01625,92.34875,68.9875,77.8125,27.652382,163.2,23.9725,24.303572,128.05125,224.56,138.54405,37.64,157.1381,58.025,16.633333,100.13333,25.97125,123.91125,13.016667,39.72,55.061764,33.66875,57.9175,25.653334,41.230953,22.955952,187.52126,1069.4,47.43375,28.405,72.66,51.28,151.3125,47.75875,86.45,33.85,65.67375,22.90375,35.3425,203.68,38.19,21.57625,71.83625,110.8225,49.37,17.03375,22.58875,20.980951,37.111904,91.6725,34.73625,30.8975,10.43625,164.58167,32,63.225,265.635,82.22625,181.885,39.1825,Abnormal
37,5466.93,10152.273,7760.9175,7258.25,1469.6906,5695.6465,4662.855,2949.1812,6223.86,4948.2334,2939.0476,2851.5615,4113.709,1333.7725,2712.9714,5104.2627,1545.445,1365.2863,2410.9226,4948.56,3262.9075,3577.6638,3712.256,3298.3474,2094.3406,4268.0713,1548.4452,1522.125,3055.8438,1267.4963,2660.8438,1573.7524,2897.5588,2544.1362,2418.115,2009.0012,1230.3538,2487.6587,895.6832,895.6832,895.6832,895.6832,1516.3112,3432.0237,1394.8469,2604.1938,2167.455,1560.1288,1657.6912,1386.5334,1386.5334,1386.5334,1386.5334,2602.4675,1243.7357,473.40375,1433.7112,2988.956,1931.375,1456.7388,832.3981,1768.16,1210.2213,1597.875,2502.9663,571.4225,913.41876,1990.7286,1303.8088,1152.3925,922.8298,460.795,3789.6213,957.6138,1939.2338,1719.1725,489.51874,879.505,870.4462,1230.5775,3722.2969,795.0881,1880.2517,946.9775,1482.9188,1657.8362,1364.0321,1676.7562,1396.5425,1436.6375,1082.5925,1381.5425,749.87976,1820.7812,830.33374,1638.2524,624.2625,945.2471,1066.7363,2135.014,1525.6425,2214.2837,805.8875,1579.4587,1378.76,1825.2712,614.39124,1270.1414,941.0513,1891.35,1166.2012,1716.075,1718.7125,556.20374,509.7393,1073.6575,219.5425,79.82262,161.3325,64.445,146.4375,161.61,26.686766,47.94375,77.45375,158.92143,94.39625,85.76875,122.91786,126.07,34.395,161.3631,86.24625,34.818333,57.8975,14.4825,183.4525,136.14667,340.44525,18.54375,63.66875,97.17,76.835,19.90375,148.90875,62.75595,89.38,144.28,165.97025,264.95874,56.01125,278.45,140.96124,90.61548,153.7025,98.70119,32.36667,70.32,164.06876,65.04833,87.22,41.125,87.4775,9.85875,287.19833,55.734524,47.75833,63.8075,84.98,403.95126,78.99125,133.81375,136.00125,68.94125,62.7725,162.78,56.7,143.1125,220.3,71.4375,123.3,29.16125,72.56125,86.52625,94.92,232.3375,36.18625,87.51875,92.42381,8.342857,162.88374,160.96,98.13125,44.61625,73.496666,75.73125,34.875,573.68,149.11626,14.79,110.32,Abnormal
38,4201.5073,2425.6272,2228.8174,1503.6053,3804.5332,3591.25,4028.5886,2794.085,2683.025,2892.4487,2983.8013,2302.5537,1964.4725,2490.7412,3483.5977,2124.0833,3914.9062,1939.4625,2569.2563,2593.31,1469.8312,4567.065,2568.2139,2139.98,2052.1218,6775.8037,1450.1536,3892.9375,2045.0137,1759.69,4448.2275,720.53125,2138.5874,1027.29,979.4525,1604.0588,3603.4712,956.835,1483.6188,1483.6188,1483.6188,1483.6188,3913.6125,1668.8087,645.9422,1074.095,4539.729,1188.8213,429.47125,2740.8733,2740.8733,2740.8733,2740.8733,1496.94,964.51904,1572.2988,2049.03,1146.5428,349.55832,2639.7976,938.07117,3034.2588,1054.2512,1798.2413,873.97876,716.155,345.8425,1204.481,909.59125,333.7425,714.9107,2431.78,791.0571,758.1775,1043.68,514.68,724.9475,525.8275,795.8137,410.4925,694.33435,923.1119,625.0833,585.59125,1322.6688,2872.3625,418.2857,1520.4012,533.0375,377.945,2618.2039,420.59375,701.9524,820.3875,1089.3588,322.10477,603.84,524.87354,1125.6388,1173.2825,1318.9926,1484.8175,1476.4976,2848.425,1619.9187,894.71875,1565.6387,277.00125,977.1937,321.99,507.3075,559.0417,2455.7637,1429.3562,577.4369,625.7875,42.34,82.52262,140.5475,175.11125,155.40875,44.83875,32.094116,109.46,54.43625,226.99762,33.2375,35.715,52.711906,18.48875,24.47875,39.135715,43.875,63.88333,40.49125,15.055,160.7225,105.19167,248.20476,9.92375,26.71875,78.3125,131.3925,45.42625,82.46375,16.22857,109.45625,15.3625,40.719048,93.955,239.81125,58.67143,34,136.97382,35.41125,25.682142,135.86429,15.5225,119.5475,17.826668,35.80875,85.32059,43.045,52.0725,37.821667,39.19643,16.154762,413.615,141.60126,43.80625,27.56,79.62375,70.49375,128.6525,53.98,80.275,31.895832,58.03625,34.34875,40.90875,160.03375,80.51625,13.95125,57.875,74.02,38.875,30.60875,37.085,31.225,53.735714,62.52875,32.38,41.21375,14.0425,111.76167,30.66375,54.8875,189.58875,86.4025,121.77875,45.0075,Abnormal
39,3656.7837,5082.857,4101.9175,1365.7,1980.2333,4883.893,2925.7375,2061.4126,1482.9713,3808.2678,2126.065,1412.5923,2692.5774,3547.2576,2164.837,4331.967,2752.5962,1790.9838,2288.4675,2944.065,1975.3462,3790.3489,1720.7588,2484.21,1139.0438,2527.882,846.40955,1948.6425,2547.3486,2726.3076,1408.2212,2547.3274,1945.9038,1942.5775,1015.11,1381.64,1177.5475,1239.2612,2530.067,2530.067,2530.067,2530.067,1203.135,2366.4163,1530.5156,954.5575,1627.47,1372.5862,1531.1213,1538.5934,1538.5934,1538.5934,1538.5934,1248.8712,2334.4822,1959.8225,1317.2625,1560.0417,2966.1958,1309.9375,1003.9923,959.5625,924.45123,772.41,954.8713,2052.9126,2104.9824,1004.1536,1500.7988,880.9475,1041.7274,529.23126,547.04285,581.5737,344.46625,623.375,753.7612,761.6912,451.58624,874.3425,442.23126,673.9143,280.92667,977.1213,910.89,1097.5425,1352.7821,1036.6,490.08374,349.205,970.025,1347.2662,647.3988,973.255,427.6525,610.5738,405.0175,552.0574,915.625,1211.6238,1697.665,750.21124,827.72,1682.0413,861.12,544.7325,677.91,223.2075,722.0613,410.94376,3577.4424,592.87915,1101.9587,705.8825,482.30475,547.5325,55.08625,66.89286,151.54,103.17375,121.5675,76.17375,136.13824,62.1775,23.55375,59.29762,9.2625,30.15125,57.228573,7.82875,416.0075,47.142857,114.5525,56.445,37.01375,104.575,112.885,88.025,78.53333,14.97375,34.6275,105.24625,38.26375,27.9775,95.3975,67.66428,50.21,49.7275,111.75476,102.89125,48.795,268.13214,23.30125,96.080956,81.48625,73.78928,73.565475,81.235,98.4025,63.95,60.835,80.93382,94.17625,31.75125,60.345,55.115475,13.095238,119.0775,108.7225,70.94875,48.7475,114.35,63.625,38.78875,28.47,103.075,61.6625,90.31375,31.6125,16.27125,60.1275,125.5775,26.525,54.16,23.58875,52.56625,40.51375,26.4425,21.8,50.36786,201.41125,29.94375,37.55625,23.0075,18.95,44.16,53.5,104.53375,28.13875,47.30125,23.57875,Normal
40,9128.119,5502.716,4590.134,3234.4019,3978.5452,7676.7144,4644.3887,2518.6975,5460.936,4251.53,2962.7224,1894.2827,2140.4712,2582.0112,4021.4846,3437.204,3441.9026,1640.21,3898.9236,3779.0674,4078.8538,3986.6462,5709.846,2694.95,1791.15,6483.605,1189.7798,2726.34,3651.995,1490.74,3520.1675,1932.92,3366.129,1601.035,1063.8239,3790.585,2435.16,1590.3,1755.1167,1755.1167,1755.1167,1755.1167,3106.7913,2331.2087,1426.1906,3111.3076,4464.6113,870.53876,1015.4512,2175.1106,2175.1106,2175.1106,2175.1106,2080.2825,1197.9762,1752.5938,1395.4836,2485.2083,1581.6708,2183.83,953.87885,2196.7124,2122.2788,1129.285,1325.4475,970.67377,1606.7025,1655.425,1017.0762,576.14,1039.9417,961.0775,594.86786,690.535,1828.965,671.34875,816.1238,932.91626,260.60876,775.305,528.6156,606.2976,1023.3,392.4625,1062.865,1869.625,1118.65,1879.9362,848.1337,465.515,2685.9363,666.5725,671.40594,1398.22,676.45,522.1845,597.3212,1316.8971,979.3975,3801.4387,1110.13,2872.9739,1003.735,1623.16,1856.1963,1448.195,1293.7913,557.03125,889.3225,461.32376,1303.6412,793.37085,1766.735,933.97,224.5381,615.1362,56.8225,135.53452,285.7175,154.3625,143.76,131.8975,27.72353,68.485,52.3025,177.12262,65.3925,31.92625,85.82738,54.49375,25.09125,48.29524,69.1375,76.14167,90.7125,62.38875,39.0575,105.17167,493.91785,26.53625,100.11875,132.1225,79.61625,46.20625,90.6825,61.541668,122.73875,67.31625,71.814285,212.625,153.89125,288.775,30.4725,154.08571,91.67375,60.663094,79.5881,68.31875,100.875,39.955,19.0025,65.27206,36.76625,58.7525,83.988335,70.59048,60.659523,41.5575,65.14875,63.90125,9.57375,205.55624,71.5475,121.225,67.275,123.2075,74.254166,130.535,44.355,58.5775,169.0275,83.0225,38.92625,111.81625,141.04875,88.19625,68.07375,51.07625,24.815475,80.920235,257.01,48.5,46.89875,40.91875,30.645,40.8725,179.9,333.7175,177.7125,85.1875,112.02125,Abnormal
41,3799.0889,5665.7793,5157.0674,1359.7911,1872.6451,2218.1035,1395.0525,1683.7775,2430.015,4679.4526,2369.64,1440.5461,1016.8863,1842.4163,1772.2583,1588.3917,1474.1262,1144.0962,846.7512,1044.3225,1344.1313,3181.015,1673.0325,3628.905,1219.3969,3229.7227,868.81903,1574.1025,980.91876,1556.1875,1346.3125,1485.52,2753.625,1464.5225,655.935,995.7,1432.1562,803.03125,1247.7555,1247.7555,1247.7555,1247.7555,1289.005,2670.6,672.3,1171.7788,1266.8475,499.98376,1380.4175,1514.9391,1514.9391,1514.9391,1514.9391,673.1138,2182.2202,1261.3425,962.9225,780.4488,3043.0376,925.09375,442.3231,1014.1875,726.7125,396.43,1938.295,479.55124,419.4,308.06906,385.1125,743.64,630.90356,619.20624,448.5,525.78125,549.64624,306.26874,386.33624,400.38626,457.58624,291.395,410.95624,459.86667,587.48,376.39,310.5725,1103.9612,1298.3464,490.465,397.66376,221.06876,484.20374,793.2925,216.36429,779.91626,309.18124,374.3107,408.51874,463.4603,227.0425,1221.5024,2166.3389,670.3137,462.3225,1332.755,415.22375,421.285,515.03876,218.09,300.94876,244.96875,1954.395,346.75833,997.3812,578.41626,951.65594,766.02,15.36625,53.785713,279.46,62.23375,99.47875,56.9225,16.95,43.28125,31.63125,20.12738,22.60125,57.55625,62.50476,17.605,27.13875,32.529762,41.98625,36.351665,22.98125,21.09125,26.39625,49.421665,170.84167,15.98,96.44875,142.2925,17.3425,15.93625,119.13,95.34881,94.2825,29.88625,60.488094,69.7675,65.4325,298.14047,18.48,90.295235,184.2125,56.07857,47.020237,64.6625,123.89,20.841667,15.5425,38.136765,17.64375,18.80375,53.841667,23.645239,22.375,74.58375,195.145,57.53875,19.3975,150.73125,24.94875,54.745,20.24875,71.28,26.970833,38.07875,38.47,30.5275,56.7525,31.67375,15.40375,42.94875,36.81125,26.6875,48.4375,19.24625,8.37619,16.744047,227.24,76.37875,56.56875,25.48625,130.53333,16.0675,34.68875,330.54376,60.57875,31.65875,28.29,Abnormal
42,6194.245,5202,4079.6338,3951.1982,2382.2214,1949.1643,1909.0975,3415.1038,3965.97,2857.644,2798.1626,2678.8691,2393.4375,4583.194,2665.5132,4444.9585,2180.675,2226.145,1019.7525,1372.08,2317.0513,5046.6113,2116.5413,2292.415,2495.1655,2633.5762,1571.6107,2883.85,966.055,2171.1987,1299.7087,2069.185,1314.6663,1749.36,1354.0962,1459.83,1644.495,990.69,3323.2913,3323.2913,3323.2913,3323.2913,1406.2025,3848.0024,1593.8328,1011.01,1918.9275,1464.4038,1694.96,1326.2207,1326.2207,1326.2207,1326.2207,657.6025,1837.9083,2548.9563,2135.5674,945.1167,2445.625,1364.6788,1543.6309,1260.6324,1369.395,834.05,2510.7976,2109.36,1187.4788,610.8179,860.345,1034.6525,978.7714,809.8,1255.5393,1089.3237,528.8175,588.0588,1463.475,870.74,587.4125,895.945,1088.8531,835.65,703.9483,797.7725,965.1275,1237.28,1373.2714,508.12625,496.075,486.2475,756.9475,1353.6387,592.8893,1042.55,665.5,555.4738,774.8275,1304.7913,867.72,425.59375,2474.0786,833.0588,1505.4863,3490.9888,528.73,564.785,688.29877,821.1337,489.725,483.87,2579.9175,632.5833,2291.89,1626.3262,2314.2,942.78625,106.7325,119.37738,188.01125,214.28876,293.2625,66.50875,66.564705,119.03375,69.14125,75.565475,80.85125,137.7375,52.608334,71.4425,275.525,85.75833,123.7175,92.06333,109.13125,138.4275,94.225,136.63167,38.095238,46.3175,59.24,71.555,56.4175,69.92,150.835,84.57619,150.12125,51.135,99.80119,227.58,119.98625,318.97858,53.90875,175.99405,100.72125,103.12738,113.30595,93.9425,146.61375,25.725,85.24,195.23824,140.99374,80.53625,50.67,106.84048,41.36786,123.0025,220.515,66.53125,99.87875,215.1125,113.70875,74.5875,32.11875,120.00375,103.95,148.55624,42.39875,154.145,143.885,212.405,58.23625,88.17625,75.195,97.2575,64.96625,44.6825,93.09286,49.860714,132.23125,96.69875,57.49625,37.0225,279.55832,43.5475,91.805,152.83125,131.1275,83.02,93.44125,Normal
43,11447.631,3529.1272,2920.8413,5445.8623,2699.262,6637.8145,4903.8965,3411.6025,2534.9038,4012.594,1989.5938,2413.0923,5328.29,7127.011,3681.7107,7727.6123,4888.7275,3489.365,3170.3826,3407.746,5822.396,6087.904,5796.384,3187.5576,1911.9,4436.532,1202.5726,3687.3787,3281.7976,6215.1313,3214.0076,3036.1575,2850.95,2115.1375,667.64,4164.096,2589.8162,1543.835,5961.367,5961.367,5961.367,5961.367,2572.1025,4713.4126,2172.5547,2179.4712,1411.9875,1899.0588,2744.7776,2924.7432,2924.7432,2924.7432,2924.7432,1987.3075,3287.4797,3697.6626,3058.46,2674.2715,3096.95,2367.275,1857.6,1828.0638,3361.3289,2066.1038,4715.896,2934.9138,2976.5325,2324.3108,1049.8112,2186.1726,1814.2012,1442.2313,2652.5393,832.59875,1405.2188,1148.3488,1380.8538,1768.335,658.17377,2411.8674,2470.675,2020.95,1422.3983,893.88,810.34125,2605.8113,1313.7607,1111.2664,1025.46,849.605,2058.0176,1428.9012,1617.9905,1477.3262,688.0588,694.6869,742.41626,2062.2734,2671.9126,1336.87,2425.4211,2855.27,1927.12,3827.4326,1371.7336,1046.0012,1246.38,1044.3075,1280.7137,708.8762,4976.144,1478.5,3829.57,2164.89,3650.794,1906.4312,197.08,484.14047,325.78625,333.8,617.4575,210.0875,281.72794,119.64875,23.25375,207.67857,212.11,420.66,115,177.90375,320.3875,170.72025,580.5012,232.025,28.0875,457.9025,56.1775,151.61,242.16667,90.755,41.31,93.5725,97.99125,68.675,290.06625,44.404762,344.98874,91.42875,246.8238,357.01126,197.07124,276.42023,154.0875,175.60477,172.9425,292.6631,265.6381,86.595,105.5175,44.22167,80.09125,190.36029,152.94125,92.13375,129.18832,94.24881,12.913095,468.1325,522.33875,140.27875,32.26375,197.32,268.56375,287.21,195.1125,442.26624,136.975,283.9175,77.86125,115.25625,242.04124,97.1125,118.885,244.865,201.68124,101.25625,88.7925,95.39125,148.25952,32.239285,457.48126,122.23625,12.30375,29.84375,745.88,69.3425,222.74875,294.495,210.795,101.42625,125.3675,Normal
44,14641.931,3377.3933,3048.4326,5401.2266,4734.299,5167.375,4434.3286,4553.245,9515.121,3925.4727,4445.775,3337.2693,4777.8677,5455.745,5455.8857,7722.433,4298.315,4680.4077,3653.1626,3950.31,8706.22,9993.688,9131.427,2194.0613,3370.5469,6788.575,2172.2417,4783.5186,2549.1226,4988.234,6446.6963,1604.9338,3987.2312,1874.3612,986.26624,5684.589,4361.1787,1633.7812,3680.6316,3680.6316,3680.6316,3680.6316,4697.839,3154.8137,1662.1108,3893.0974,4927.2837,2152.44,1828.7375,3455.9453,3455.9453,3455.9453,3455.9453,2329.1262,1931.4965,2658.5,3774.7512,3241.7168,823.2375,4121.0713,1827.5885,4975.6826,4366.371,1682.4539,3860.2488,1657.7225,1474.9337,2690.9656,1438.9625,594.01,2191.7463,2359.77,2097.093,1215.5688,2513.4688,925.815,1416.6711,1165.9075,1119.5438,1526.2275,1940.3344,1535.725,2538.5518,1322.15,2149.5825,3998.12,1408.5643,1760.0663,939.81,914.45874,3624.2864,1210.625,1248.3488,1373.7737,1638.37,583.2083,1060.5125,2124.8516,2258.17,2413.915,2079.6924,4099.0264,2089.3037,4829.491,2073.7964,1848.27,1922.2275,1114.0212,1793.18,550.98627,1505.3088,1211.1625,4428.5938,3153.7588,2568.9856,1440.5511,119.845,427.57025,222.71875,586.8025,576.45123,147.705,129.47353,197.51,236.83376,385.6619,319.5675,478.3575,75.0119,303.7025,111.375,162.2262,218.47874,368.07834,58.32875,90.3875,289.4975,138.23,621.3107,39.2,107.25,80.47375,240.38374,77.53125,130.955,96.62024,348.54126,65.875,69.417854,467.65125,461.64874,205.44286,160.17625,264.38214,136.62625,42.75595,193.5512,84.5125,183.94,54.13,107.7225,166.16911,170.93625,120.315,66.98333,72.36191,96.079765,94.93625,337.2025,112.8425,138.69,57.64,249.94875,507.42126,93.33875,276.8675,313.44583,276.07376,65.75875,127.075,518.1912,74.11375,134.47874,144.325,354.87375,112.73625,23.08125,73.55875,110.75714,123.05714,278.47125,61.62625,25.4325,15.63125,505.71,106.43875,270.4025,271.21625,310.45874,196.68375,130.345,Abnormal
45,9443.878,6671.7773,6260.616,4905.709,3139.2488,10926.218,7376.85,3245.2512,6518.7363,5336.095,3932.2063,2551.8538,7450.415,4986.5913,3753.8167,10694.517,4003.8562,3372.5713,5071.6836,5406.7764,6202.286,4944.29,5458.3926,5923.9277,1994.747,4830.351,1223.9226,4043.165,5983.459,2915.4663,2618.8062,4026.8774,5379.8823,2946.4338,1116.63,3917.55,2681.4187,2475.9338,6961.1343,6961.1343,6961.1343,6961.1343,2285.455,5564.3174,2831.2954,3017.735,2537.5774,4689.5,2397.3374,3384.0117,3384.0117,3384.0117,3384.0117,3403.0212,4648.5083,3244.33,2548.0774,4601.4155,4706.9,2585.8289,1862.5712,1774.1975,3078.3474,2932.3562,3846.8374,2585.4512,4074.4275,2728.075,2785.4175,2315.885,3826.4963,1336.2637,2931.3857,861.29126,1859.8137,1742.0325,1893.51,2422.6511,662.645,2173.5938,2556.9094,1154.225,1152.4268,2244.8076,2439.8625,1937.6862,2451.782,2467.859,1412.3137,1169.87,1654.125,2179.4924,2114.7786,2025.5062,626.645,867.62146,673.955,1938.903,2786.5537,2904.7876,3341.9824,2360.264,2056.6987,3758.8662,2554.6,1634.0337,1471.7462,1173.5525,2069.5613,873.4412,4038.5012,2026.125,2226.4688,1987.5275,1180.7869,2937.8962,208.95125,222.51547,273.3725,203.97375,334.37,194.61626,231.11765,116.91625,42.2225,393.7976,105.465,317.67874,204.73334,275.565,270.67,90.65238,332.715,173.185,91.27875,169.55376,287.0375,155.36166,309.25595,113.8275,124.77125,151.83125,137.6125,60.05625,348.14124,155.64047,236.67876,97.46,205.9762,348.4575,125.31875,397.84286,242.1325,202.75952,319.275,200.19167,199.88095,211.5075,306.06125,86.49,265.14874,176.66324,121.1475,94.91375,169.66667,96.02381,72.44762,142.41875,253.85875,276.1625,177.67876,382.155,232.89375,141.21375,143.7675,398.1,107.42083,340.655,159.86,348.0925,153.2975,352.465,112.90875,239.245,185.5925,191.64125,133.10625,203.11125,209.10715,84.28928,371.04,137.59875,110.1825,46.1825,114.13167,177.2125,169.04375,352.77,250.66,97.16875,134.93375,Abnormal
46,14368.276,3651.991,3302.9275,5738.486,5115.913,4890.7856,5008.3286,5643.7812,6013.951,3837.7678,5468.1562,4009.4768,3601.6875,6879.555,6581.256,6469.808,6988.945,4277.1987,2821.5962,3470.405,6012.3,8254.451,8120.465,3694.629,4202.4624,11454.71,2714.6345,6801.9385,2321.0562,4907.0864,6563.6187,1994.4462,3666.9275,1996.3838,1404.3712,4449.0186,4555.5312,1442.28,3773.496,3773.496,3773.496,3773.496,5745.845,3335.6975,2534.553,1577.1274,6201.251,1839.1688,1350.3862,3830.9026,3830.9026,3830.9026,3830.9026,2024.2087,1628.3405,3990.1863,3782.9512,2131.187,1147.1458,3456.1274,2434.0327,5596.96,3483.236,2128.0725,4023.295,1852.5487,1043.9211,1513.6298,2201.5076,980.66,1714.3107,2355.975,3623.8464,1503.1337,2106.2263,970.8713,1980.875,1913.4375,1174.9438,1380.6538,3094.6282,1434.9226,1803.9133,723.435,2638.8013,4266.44,1465.0571,1145.9,1408.3888,958.97626,5106.275,1169.7188,847.5107,1230.945,1325.1162,488.96072,1347.185,2114.2175,1696.5125,1846.0137,2788.9038,4899.3486,3010.9675,3968.6038,2011.5612,1980.4288,2394.5413,1221.6938,1250.565,523.71124,1456.6125,1606.1958,4461.2173,3494.9,2503.85,7065.4575,118.095,416.77737,211.745,512.8663,605.22,222.35625,108.38088,260.98126,138.55376,553.8393,195.665,257.3025,97.75714,248.78876,76.31375,127.68333,144.30125,255.895,178.2125,115.58875,103.55875,191.09167,370.62262,131.22874,128.36626,61.43125,236.75,164.7575,156.25874,51.05357,501.62125,66.91875,55.11905,386.5575,377.68124,337.95477,280.0525,413.32977,144.495,80.01309,277.44168,95.17875,148.99,54.906666,101.49125,194.01471,176.83624,132.2675,74.655,262.50714,99.79762,534.97,1466.4012,89.9575,45.2925,192.35126,164.72125,393.34875,107.23875,244.51625,202.49167,254.50874,80.345,260.78,486.11374,144.71375,123.08875,201.94125,309.08624,125.92375,88.5975,170.99625,84.72024,86.02262,221.55875,74.87625,9.135,42.31,347.76334,97.755,112.0125,235.98,319.46375,309.88876,145.72626,Abnormal
